5e-07,3.31912e-10
1e-06,3.31509e-10
1.5e-06,3.31034e-10
2e-06,3.30738e-10
2.5e-06,3.30355e-10
3e-06,3.29885e-10
3.5e-06,3.29328e-10
4e-06,3.29207e-10
4.5e-06,3.28477e-10
5e-06,3.28443e-10
5.5e-06,3.27625e-10
6e-06,3.2733e-10
6.5e-06,3.26775e-10
7e-06,3.26654e-10
7.5e-06,3.26316e-10
8e-06,3.26151e-10
8.5e-06,3.25422e-10
9e-06,3.2504e-10
9.5e-06,3.24659e-10
1e-05,3.24625e-10
1.05e-05,3.23375e-10
1.1e-05,3.23428e-10
1.15e-05,3.22743e-10
1.2e-05,3.22752e-10
1.25e-05,3.22719e-10
1.3e-05,3.21815e-10
1.35e-05,3.20828e-10
1.4e-05,3.20708e-10
1.45e-05,3.20889e-10
1.5e-05,3.19946e-10
1.55e-05,3.19175e-10
1.6e-05,3.2005e-10
1.65e-05,3.18283e-10
1.7e-05,3.18942e-10
1.75e-05,3.18042e-10
1.8e-05,3.18181e-10
1.85e-05,3.16589e-10
1.9e-05,3.1742e-10
1.95e-05,3.15741e-10
2e-05,3.17005e-10
2.05e-05,3.15284e-10
2.1e-05,3.15379e-10
2.15e-05,3.15518e-10
2.2e-05,3.14101e-10
2.25e-05,3.13591e-10
2.3e-05,3.12995e-10
2.35e-05,3.13522e-10
2.4e-05,3.12581e-10
2.45e-05,3.11813e-10
2.5e-05,3.13204e-10
2.55e-05,3.12477e-10
2.6e-05,3.11925e-10
2.65e-05,3.1189e-10
2.7e-05,3.10562e-10
2.75e-05,3.10873e-10
2.8e-05,3.08855e-10
2.85e-05,3.102e-10
2.9e-05,3.08613e-10
2.95e-05,3.07631e-10
3e-05,3.08545e-10
3.05e-05,3.07562e-10
3.1e-05,3.06064e-10
3.15e-05,3.05599e-10
3.2e-05,3.07889e-10
3.25e-05,3.06434e-10
3.3e-05,3.05753e-10
3.35e-05,3.04945e-10
3.4e-05,3.0603e-10
3.45e-05,3.05263e-10
3.5e-05,3.04756e-10
3.55e-05,3.03732e-10
3.6e-05,3.04515e-10
3.65e-05,3.03319e-10
3.7e-05,3.02553e-10
3.75e-05,3.01574e-10
3.8e-05,3.03001e-10
3.85e-05,2.99701e-10
3.9e-05,3.00955e-10
3.95e-05,2.99589e-10
4e-05,3.01831e-10
4.05e-05,3.00336e-10
4.1e-05,2.97984e-10
4.15e-05,2.97821e-10
4.2e-05,2.9946e-10
4.25e-05,2.98868e-10
4.3e-05,2.99219e-10
4.35e-05,2.96396e-10
4.4e-05,2.97435e-10
4.45e-05,2.98258e-10
4.5e-05,2.94622e-10
4.55e-05,2.93817e-10
4.6e-05,2.95581e-10
4.65e-05,2.95675e-10
4.7e-05,2.93714e-10
4.75e-05,2.93379e-10
4.8e-05,2.94415e-10
4.85e-05,2.92411e-10
4.9e-05,2.91179e-10
4.95e-05,2.9046e-10
5e-05,2.94278e-10
5.05e-05,2.93858e-10
5.1e-05,2.93181e-10
5.15e-05,2.91991e-10
5.2e-05,2.90031e-10
5.25e-05,2.91537e-10
5.3e-05,2.91844e-10
5.35e-05,2.90698e-10
5.4e-05,2.87842e-10
5.45e-05,2.8768e-10
5.5e-05,2.90081e-10
5.55e-05,2.85434e-10
5.6e-05,2.87705e-10
5.65e-05,2.87244e-10
5.7e-05,2.88662e-10
5.75e-05,2.86918e-10
5.8e-05,2.86713e-10
5.85e-05,2.82925e-10
