5e-07,5.17468e-07
1e-06,5.16934e-07
1.5e-06,5.16071e-07
2e-06,5.15866e-07
2.5e-06,5.15332e-07
3e-06,5.14141e-07
3.5e-06,5.13716e-07
4e-06,5.1373e-07
4.5e-06,5.12868e-07
5e-06,5.12663e-07
5.5e-06,5.11472e-07
6e-06,5.10281e-07
6.5e-06,5.10842e-07
7e-06,5.09214e-07
7.5e-06,5.09994e-07
8e-06,5.09461e-07
8.5e-06,5.07286e-07
9e-06,5.07081e-07
9.5e-06,5.07751e-07
1e-05,5.07327e-07
1.05e-05,5.05481e-07
1.1e-05,5.05604e-07
1.15e-05,5.05617e-07
1.2e-05,5.02569e-07
1.25e-05,5.0466e-07
1.3e-05,5.03908e-07
1.35e-05,5.01298e-07
1.4e-05,5.01749e-07
1.45e-05,5.01434e-07
1.5e-05,5.01995e-07
1.55e-05,5.00915e-07
1.6e-05,5.00929e-07
1.65e-05,4.9974e-07
1.7e-05,4.96367e-07
1.75e-05,4.98783e-07
1.8e-05,4.97486e-07
1.85e-05,4.95097e-07
1.9e-05,4.95547e-07
1.95e-05,4.9556e-07
2e-05,4.96666e-07
2.05e-05,4.92312e-07
2.1e-05,4.9429e-07
2.15e-05,4.92666e-07
2.2e-05,4.91479e-07
2.25e-05,4.90729e-07
2.3e-05,4.90851e-07
2.35e-05,4.9272e-07
2.4e-05,4.87169e-07
2.45e-05,4.91328e-07
2.5e-05,4.91341e-07
2.55e-05,4.89172e-07
2.6e-05,4.87222e-07
2.65e-05,4.88326e-07
2.7e-05,4.83978e-07
2.75e-05,4.83228e-07
2.8e-05,4.83786e-07
2.85e-05,4.83364e-07
2.9e-05,4.85993e-07
2.95e-05,4.83281e-07
3e-05,4.8602e-07
3.05e-05,4.79276e-07
3.1e-05,4.81032e-07
3.15e-05,4.83116e-07
3.2e-05,4.83892e-07
3.25e-05,4.81726e-07
3.3e-05,4.82175e-07
3.35e-05,4.76633e-07
3.4e-05,4.78279e-07
3.45e-05,4.78619e-07
3.5e-05,4.76346e-07
3.55e-05,4.77883e-07
3.6e-05,4.74413e-07
3.65e-05,4.72576e-07
3.7e-05,4.71392e-07
3.75e-05,4.78045e-07
3.8e-05,4.75336e-07
3.85e-05,4.70344e-07
3.9e-05,4.70574e-07
3.95e-05,4.75375e-07
4e-05,4.75388e-07
4.05e-05,4.69635e-07
4.1e-05,4.6606e-07
4.15e-05,4.73033e-07
4.2e-05,4.71958e-07
4.25e-05,4.711e-07
4.3e-05,4.69808e-07
4.35e-05,4.67429e-07
4.4e-05,4.63313e-07
4.45e-05,4.66477e-07
4.5e-05,4.66816e-07
4.55e-05,4.63677e-07
4.6e-05,4.66407e-07
4.65e-05,4.64572e-07
4.7e-05,4.67737e-07
4.75e-05,4.6525e-07
4.8e-05,4.56467e-07
4.85e-05,4.61799e-07
4.9e-05,4.59966e-07
4.95e-05,4.61064e-07
5e-05,4.64771e-07
5.05e-05,4.59787e-07
5.1e-05,4.56544e-07
5.15e-05,4.54712e-07
5.2e-05,4.53965e-07
5.25e-05,4.53978e-07
5.3e-05,4.54425e-07
5.35e-05,4.5498e-07
5.4e-05,4.55318e-07
5.45e-05,4.55114e-07
5.5e-05,4.54041e-07
5.55e-05,4.51777e-07
5.6e-05,4.47996e-07
5.65e-05,4.54622e-07
5.7e-05,4.46937e-07
5.75e-05,4.49225e-07
5.8e-05,4.48913e-07
5.85e-05,4.45675e-07
5.9e-05,4.51973e-07
5.95e-05,4.42019e-07
